id;loan_amnt_USD;loan_amnt_EUR;funded_amnt_USD;funded_amnt_EUR;int_rate;installment_USD;installment_EUR;total_pymnt_USD;total_pymnt_EUR;exchange_rate;issue_d;loan_status;term_months;sub_grade;verification_status;state_address
35683282.0;22400.0;19844.161240288464;22400.0;19844.161240288464;0.2899;686.44;608.1172340081971;8221.13;7283.099522204138;1.1287955045700073;1.0;1.0;36.0;2.0;1.0;0.0
36169417.0;24000.0;21261.601328880497;24000.0;21261.601328880497;0.1559;578.42;512.4223100271273;6899.47;6112.240855023797;1.1287955045700073;1.0;1.0;60.0;16.0;1.0;0.0
36201871.0;21000.0;18603.901162770435;21000.0;18603.901162770435;0.2899;639.15;566.2230203897487;7655.73;6782.211630897928;1.1287955045700073;1.0;1.0;36.0;1.0;1.0;4.0
36241014.0;20000.0;17718.001107400414;20000.0;17718.001107400414;0.2899;411.98;364.97310481134116;4934.13;4371.146040202881;1.1287955045700073;1.0;1.0;60.0;6.0;1.0;2.0
36561402.0;9600.0;8775.74352670075;9600.0;8775.74352670075;0.2899;309.72;283.1274255301829;1852.99;1693.892187243877;1.0939244031906128;7.0;1.0;36.0;8.0;1.0;2.0
36763239.0;15000.0;13288.50083055031;15000.0;13288.50083055031;0.17859999999999998;379.76;336.4294050273191;4527.35;4010.779615679464;1.1287955045700073;1.0;1.0;60.0;20.0;1.0;0.0
36802496.0;7800.0;6910.0204318861615;7800.0;6910.0204318861615;0.2899;260.53;230.8035414255515;3120.99;2764.8852138092807;1.1287955045700073;1.0;1.0;36.0;11.0;1.0;2.0
36806601.0;20000.0;18088.30666190593;20000.0;18088.30666190593;0.2899;640.57;579.341329920854;7665.75;6933.021839675269;1.1056866943836212;0.0;1.0;36.0;7.0;1.0;2.0
36950419.0;14000.0;12402.60077518029;14000.0;12402.60077518029;0.15990000000000001;340.38;301.54266084684764;4132.09;3660.6187597939092;1.1287955045700073;1.0;1.0;60.0;17.0;1.0;1.0
37011266.0;28000.0;24805.20155036058;28000.0;24805.20155036058;0.1559;978.74;867.0658201928541;8760.16;7760.626229050241;1.1287955045700073;1.0;1.0;36.0;16.0;1.0;4.0
37051229.0;30000.0;26577.00166110062;30000.0;26577.00166110062;0.2899;667.19;591.0636579423242;8366.84;7412.184019272105;1.1287955045700073;1.0;1.0;60.0;10.0;1.0;1.0
37068509.0;7000.0;6201.300387590145;7000.0;6201.300387590145;0.2899;242.63;214.94593043442813;2905.73;2574.1863678903305;1.1287955045700073;1.0;1.0;36.0;15.0;1.0;3.0
37107114.0;25000.0;22147.501384250518;25000.0;22147.501384250518;0.2899;766.12;678.7057504200803;9175.41;8128.496227042642;1.1287955045700073;1.0;1.0;36.0;2.0;1.0;2.0
37257668.0;12000.0;10630.800664440249;12000.0;10630.800664440249;0.2899;377.09;334.0640518794811;4514.16;3999.0945939491326;1.1287955045700073;1.0;1.0;36.0;5.0;1.0;2.0
37267742.0;12000.0;10630.800664440249;12000.0;10630.800664440249;0.2899;377.09;334.0640518794811;4545.79;4027.1156127004865;1.1287955045700073;1.0;1.0;36.0;5.0;0.0;2.0
37329129.0;8000.0;7087.200442960166;1000.0;885.9000553700207;0.2899;265.68;235.36592671070713;2911.82;2579.581499227534;1.1287955045700073;1.0;1.0;36.0;10.0;0.0;2.0
37600541.0;8000.0;7235.3226647623715;8000.0;7235.3226647623715;0.2899;251.4;227.37001474015753;3009.52;2721.8560332569564;1.1056866943836212;0.0;1.0;36.0;5.0;1.0;2.0
37601431.0;15000.0;13288.50083055031;15000.0;13288.50083055031;0.1366;346.39;306.8669201796215;4133.91;3662.2310978946825;1.1287955045700073;1.0;1.0;60.0;13.0;1.0;2.0
37612109.0;35000.0;31006.501937950725;11850.0;10497.915656134746;0.1714;423.32;375.01921143923715;5057.27;4480.235773021145;1.1287955045700073;1.0;1.0;36.0;19.0;1.0;2.0
37612196.0;15000.0;13288.50083055031;15000.0;13288.50083055031;0.2899;314.96;279.0230814393417;3809.57;3374.89827393597;1.1287955045700073;1.0;1.0;60.0;7.0;1.0;3.0
37620643.0;24000.0;21261.601328880497;1000.0;885.9000553700207;0.2899;735.47;651.5529137229892;8808.33;7803.300034717415;1.1287955045700073;1.0;1.0;36.0;2.0;1.0;1.0
37621437.0;32000.0;28348.801771840663;32000.0;28348.801771840663;0.2899;1165.57;1032.578527537635;13920.92;12332.54379880163;1.1287955045700073;1.0;1.0;36.0;21.0;1.0;1.0
37621803.0;4700.0;4163.730260239097;4700.0;4163.730260239097;0.2899;150.54;133.36339433540292;41913.62;37131.278278758014;1.1287955045700073;1.0;1.0;36.0;7.0;0.0;2.0
37640409.0;11200.0;9922.080620144232;11200.0;9922.080620144232;0.1999;296.67;262.8199694266241;1174.24;1040.2592810176932;1.1287955045700073;1.0;1.0;60.0;23.0;0.0;1.0
37641179.0;35000.0;31006.501937950725;28000.0;24805.20155036058;0.2899;870.85;771.4860632189826;10426.9;9237.19128733767;1.1287955045700073;1.0;1.0;36.0;4.0;1.0;1.0
37641650.0;35000.0;31006.501937950725;35000.0;31006.501937950725;0.2899;1088.56;964.3553642735898;13048.16;11559.36566647689;1.1287955045700073;1.0;1.0;36.0;5.0;1.0;2.0
37651425.0;5150.0;4562.385285155607;5150.0;4562.385285155607;0.1649;182.31;161.50843909450847;2202.11;1950.8493709308766;1.1287955045700073;1.0;1.0;36.0;18.0;1.0;2.0
37652106.0;25000.0;22147.501384250518;25000.0;22147.501384250518;0.1559;1372.97;1216.3141990213774;10443.25;9251.67575324297;1.1287955045700073;1.0;1.0;36.0;16.0;1.0;2.0
37671458.0;35000.0;31006.501937950725;35000.0;31006.501937950725;0.2899;1088.56;964.3553642735898;13033.59;11546.458102670149;1.1287955045700073;1.0;1.0;36.0;4.0;1.0;4.0
37671833.0;7500.0;6644.250415275155;7500.0;6644.250415275155;0.2899;252.67;223.84036699034314;3018.51;2674.0981761349617;1.1287955045700073;1.0;1.0;36.0;12.0;0.0;2.0
37672125.0;15000.0;13288.50083055031;15000.0;13288.50083055031;0.2899;456.54;404.4488112786293;5468.43;4844.4824397870825;1.1287955045700073;1.0;0.0;60.0;1.0;0.0;1.0
37680706.0;35000.0;31006.501937950725;35000.0;31006.501937950725;0.2899;1099.85;974.3571758987173;13183.54;11679.298815972885;1.1287955045700073;1.0;1.0;36.0;5.0;1.0;1.0
37680875.0;15000.0;13288.50083055031;15000.0;13288.50083055031;0.2899;308.98;273.72539910822906;3693.31;3271.903533498651;1.1287955045700073;1.0;1.0;60.0;6.0;1.0;0.0
37691298.0;25000.0;22147.501384250518;1000.0;885.9000553700207;0.2899;514.97;456.21195151389963;6155.56;5453.210944833485;1.1287955045700073;1.0;1.0;60.0;6.0;1.0;3.0
37691377.0;23600.0;20907.24130673249;1000.0;885.9000553700207;0.2899;507.14;449.2753540803523;6058.17;5366.933138440999;1.1287955045700073;1.0;1.0;60.0;8.0;1.0;3.0
37691997.0;8000.0;7087.200442960166;8000.0;7087.200442960166;0.2899;245.16;217.1872575745143;8164.08;7232.558924045279;1.1287955045700073;1.0;1.0;36.0;2.0;0.0;4.0
37692393.0;10000.0;8859.000553700207;10000.0;8859.000553700207;0.2899;219.63;194.57022916091765;2622.85;2323.582960227259;1.1287955045700073;1.0;1.0;60.0;10.0;0.0;3.0
37700602.0;26850.0;23786.41648668506;26850.0;23786.41648668506;0.2583;801.21;709.7919833630143;32358.25;28666.175466676974;1.1287955045700073;1.0;1.0;60.0;35.0;1.0;1.0
37730598.0;9600.0;8504.640531552199;9600.0;8504.640531552199;0.2899;1372.97;1216.3141990213774;3874.11;3432.074263509551;1.1287955045700073;1.0;1.0;36.0;12.0;0.0;1.0
37731126.0;12000.0;10630.800664440249;12000.0;10630.800664440249;0.2899;289.21;256.21115501356365;13336.65;11814.938973450588;1.1287955045700073;1.0;1.0;60.0;16.0;1.0;1.0
37750229.0;32000.0;28941.290659049486;32000.0;28941.290659049486;0.1431;749.74;678.0763518348675;9801.44;8864.572622413563;1.1056866943836212;0.0;1.0;60.0;14.0;1.0;4.0
37750958.0;32000.0;28348.801771840663;32000.0;28348.801771840663;0.2899;995.26;881.7008891075668;11909.83;10550.919056447534;1.1287955045700073;1.0;0.0;60.0;4.0;1.0;3.0
37751648.0;24000.0;21261.601328880497;24000.0;21261.601328880497;0.2899;735.47;651.5529137229892;8808.33;7803.300034717415;1.1287955045700073;1.0;1.0;36.0;2.0;1.0;1.0
37752011.0;25000.0;22147.501384250518;25000.0;22147.501384250518;0.2899;830.24;735.509661970406;9929.57;8796.606612800497;1.1287955045700073;1.0;1.0;36.0;10.0;1.0;4.0
37811574.0;18000.0;15946.200996660373;18000.0;15946.200996660373;0.2899;370.78;328.47402253009625;4432.02;3926.32676340104;1.1287955045700073;1.0;1.0;60.0;6.0;1.0;2.0
37811673.0;35000.0;31006.501937950725;35000.0;31006.501937950725;0.15990000000000001;1230.33;1089.9494151233976;13041.12;11553.128930087085;1.1287955045700073;1.0;1.0;36.0;17.0;1.0;1.0
37821356.0;11550.0;10232.14563952374;11550.0;10232.14563952374;0.1999;305.95;271.04112194045786;3645.75;3229.770126865253;1.1287955045700073;1.0;1.0;60.0;23.0;0.0;2.0
37841440.0;25000.0;22147.501384250518;25000.0;22147.501384250518;0.2899;812.45;719.7494999853734;8922.38;7904.336936032365;1.1287955045700073;1.0;1.0;36.0;8.0;1.0;2.0
37866237.0;28000.0;24805.20155036058;28000.0;24805.20155036058;0.1431;961.2;851.527133221664;11489.88;10178.885328194894;1.1287955045700073;1.0;1.0;36.0;14.0;1.0;2.0
37866544.0;20000.0;17718.001107400414;20000.0;17718.001107400414;0.2899;448.85;397.63623985283385;5372.43;4759.436034471561;1.1287955045700073;1.0;1.0;60.0;11.0;1.0;1.0
37887123.0;8000.0;7087.200442960166;8000.0;7087.200442960166;0.2899;267.21;236.72135379542323;1592.25;1410.5743631629155;1.1287955045700073;1.0;1.0;36.0;15.0;0.0;4.0
37887364.0;15000.0;13288.50083055031;15000.0;13288.50083055031;0.1924;391.1;346.47551165521514;4661.13;4129.295325086865;1.1287955045700073;1.0;1.0;60.0;22.0;0.0;4.0
37907332.0;21300.0;18869.671179381443;21300.0;18869.671179381443;0.2899;523.54;463.8041149884206;6243.45;5531.072700699956;1.1287955045700073;1.0;1.0;60.0;18.0;1.0;4.0
37917304.0;6000.0;5315.400332220124;1000.0;885.9000553700207;0.2899;185.24;164.10412625674266;2218.22;1965.1212208228872;1.1287955045700073;1.0;1.0;36.0;3.0;1.0;4.0
37927296.0;10000.0;8859.000553700207;10000.0;8859.000553700207;0.21989999999999998;276.14;244.6324412898775;41913.62;37131.278278758014;1.1287955045700073;1.0;1.0;60.0;25.0;1.0;3.0
37927549.0;35000.0;31006.501937950725;35000.0;31006.501937950725;0.1649;1238.98;1097.6124506023484;6130.77;5431.249482460862;1.1287955045700073;1.0;1.0;36.0;18.0;1.0;4.0
37938334.0;18000.0;15946.200996660373;18000.0;15946.200996660373;0.1431;1372.97;1216.3141990213774;5087.88;4507.353173716021;1.1287955045700073;1.0;1.0;60.0;14.0;1.0;3.0
37948249.0;12000.0;10630.800664440249;12000.0;10630.800664440249;0.1499;415.93;368.47241003005274;4971.17;4403.959778253786;1.1287955045700073;1.0;1.0;36.0;15.0;0.0;3.0
37948610.0;4800.0;4341.193598857423;4800.0;4341.193598857423;0.1366;163.27;147.66389143446906;1951.95;1765.373509435364;1.1056866943836212;0.0;1.0;36.0;13.0;0.0;2.0
37958255.0;10000.0;8859.000553700207;10000.0;8859.000553700207;0.2899;332.1;294.2074083883839;4009.7;3552.193452017172;1.1287955045700073;1.0;0.0;60.0;10.0;1.0;1.0
37978181.0;12000.0;10630.800664440249;12000.0;10630.800664440249;0.1431;1372.97;1216.3141990213774;7548.35;6687.083682952297;1.1287955045700073;1.0;1.0;36.0;14.0;0.0;2.0
37998364.0;8400.0;7441.560465108174;8400.0;7441.560465108174;0.2899;288.36;255.4581399664992;3446.96;3053.662054858247;1.1287955045700073;1.0;1.0;36.0;14.0;0.0;1.0
37998603.0;24000.0;21384.719560992413;24000.0;21384.719560992413;0.2899;509.82;454.2649052743813;3555.42;3167.9858175643185;1.122296690940857;6.0;1.0;60.0;8.0;0.0;4.0
38018251.0;11200.0;9922.080620144232;11200.0;9922.080620144232;0.2899;240.68;213.2184253264566;2875.11;2547.0601081949003;1.1287955045700073;1.0;1.0;60.0;8.0;1.0;4.0
38028516.0;6000.0;5315.400332220124;6000.0;5315.400332220124;0.1559;209.73;185.79981861275445;6281.35;5564.64831279848;1.1287955045700073;1.0;1.0;36.0;16.0;1.0;1.0
38058468.0;8000.0;7087.200442960166;1000.0;885.9000553700207;0.1499;277.29;245.65122635355308;3314.16;2936.0145275051077;1.1287955045700073;1.0;1.0;36.0;15.0;0.0;3.0
38078645.0;35000.0;31006.501937950725;3875.0;3432.8627145588302;0.1499;134.31;118.98523643674748;3687.54;3266.7918901791663;1.1287955045700073;1.0;1.0;36.0;15.0;0.0;2.0
38098252.0;6000.0;5315.400332220124;6000.0;5315.400332220124;0.1499;207.97;184.2406345153032;197.98;175.39049296215669;1.1287955045700073;1.0;1.0;36.0;15.0;1.0;3.0
38108327.0;1200.0;1063.0800664440249;1200.0;1063.0800664440249;0.1366;40.82;36.16244026020425;488.02;432.33694502167754;1.1287955045700073;1.0;1.0;36.0;13.0;1.0;1.0
38141178.0;4750.0;4208.025263007598;4750.0;4208.025263007598;0.1714;169.69;150.32838039573883;2027.23;1795.9231692477672;1.1287955045700073;1.0;0.0;60.0;19.0;0.0;2.0
38141958.0;10000.0;9044.153330952964;10000.0;9044.153330952964;0.1559;349.55;316.13837968346087;10961.22;9913.495437430824;1.1056866943836212;0.0;1.0;36.0;16.0;1.0;1.0
38151414.0;26800.0;23742.121483916555;26800.0;23742.121483916555;0.1431;627.91;556.2655037673896;41913.62;37131.278278758014;1.1287955045700073;1.0;1.0;60.0;14.0;1.0;1.0
38151481.0;25000.0;22147.501384250518;25000.0;22147.501384250518;0.2899;760.89;674.0724931304951;41913.62;37131.278278758014;1.1287955045700073;1.0;1.0;36.0;1.0;1.0;4.0
38151638.0;14475.0;12823.40330148105;14475.0;12823.40330148105;0.2299;1372.97;1216.3141990213774;4858.78;4304.393471030749;1.1287955045700073;1.0;1.0;60.0;26.0;1.0;2.0
38162231.0;12000.0;10630.800664440249;1000.0;885.9000553700207;0.18539999999999998;308.26;273.0875510683626;3686.76;3266.100888135978;1.1287955045700073;1.0;1.0;60.0;21.0;1.0;2.0
38162496.0;11700.0;10365.030647829242;11700.0;10365.030647829242;0.21989999999999998;446.77;395.79356773766415;5346.95;4736.863301060733;1.1287955045700073;1.0;1.0;36.0;25.0;1.0;1.0
38171495.0;11325.0;10032.818127065486;11325.0;10032.818127065486;0.17859999999999998;1372.97;1216.3141990213774;3418.17;3028.156992264144;1.1287955045700073;1.0;1.0;60.0;20.0;1.0;2.0
38171566.0;6250.0;5536.875346062629;6250.0;5536.875346062629;0.2899;203.12;179.94401924675861;41913.62;37131.278278758014;1.1287955045700073;1.0;1.0;36.0;8.0;0.0;1.0
38171736.0;28000.0;24805.20155036058;28000.0;24805.20155036058;0.25989999999999996;838.17;742.5348494094902;9977.18;8838.784314436663;1.1287955045700073;1.0;1.0;60.0;34.0;1.0;2.0
38171949.0;20000.0;17718.001107400414;20000.0;17718.001107400414;0.1366;461.85;409.1529405726441;5511.84;4882.939361190695;1.1287955045700073;1.0;1.0;60.0;13.0;1.0;3.0
38171990.0;35000.0;31006.501937950725;35000.0;31006.501937950725;0.2557;1039.03;920.4767345311126;35522.06;31468.994920857196;1.1287955045700073;1.0;1.0;60.0;30.0;1.0;1.0
38172140.0;9900.0;8770.410548163205;9900.0;8770.410548163205;0.2899;313.3;277.55248734742753;3750.06;3322.1783616408998;1.1287955045700073;1.0;1.0;36.0;6.0;1.0;1.0
38181359.0;24000.0;21261.601328880497;24000.0;21261.601328880497;0.1431;562.31;498.1504601351163;6709.56;5943.9995755084765;1.1287955045700073;1.0;1.0;60.0;14.0;1.0;2.0
38182010.0;20000.0;17718.001107400414;20000.0;17718.001107400414;0.17859999999999998;721.65;639.3097749577754;7918.31;7014.831267436989;1.1287955045700073;1.0;1.0;36.0;20.0;1.0;1.0
38191359.0;4750.0;4208.025263007598;4750.0;4208.025263007598;0.15990000000000001;166.98;147.92759124568605;4974.84;4407.2110314569945;1.1287955045700073;1.0;1.0;36.0;17.0;1.0;4.0
38201230.0;15000.0;13288.50083055031;15000.0;13288.50083055031;0.2899;505.34;447.6807339806863;1999.71;1771.5431997239841;1.1287955045700073;1.0;1.0;36.0;15.0;1.0;2.0
38211297.0;20625.0;18271.688642006677;20625.0;18271.688642006677;0.2899;688.9;610.2965481444073;8238.41;7298.407875160932;1.1287955045700073;1.0;1.0;36.0;11.0;1.0;4.0
38211876.0;32000.0;28348.801771840663;32000.0;28348.801771840663;0.17859999999999998;810.16;717.7207888585759;9658.42;8556.394812786915;1.1287955045700073;1.0;1.0;60.0;20.0;1.0;4.0
38212467.0;35000.0;31006.501937950725;20000.0;17718.001107400414;0.1366;680.26;602.6423716660103;8132.76;7204.8125343110905;1.1287955045700073;1.0;1.0;36.0;13.0;1.0;2.0
38212617.0;10800.0;9567.720597996224;10800.0;9567.720597996224;0.20989999999999998;292.12;258.78912417469047;3480.25;3083.1536677015147;1.1287955045700073;1.0;1.0;60.0;24.0;1.0;1.0
38212702.0;20000.0;17718.001107400414;20000.0;17718.001107400414;0.2899;444.79;394.03948562803157;5324.16;4716.673638798849;1.1287955045700073;1.0;1.0;60.0;10.0;1.0;3.0
38221902.0;5000.0;4429.500276850104;5000.0;4429.500276850104;0.2899;153.23;135.74646548434828;1835.15;1625.7594866122936;1.1287955045700073;1.0;1.0;36.0;2.0;1.0;2.0
38232469.0;6225.0;5514.727844678379;6225.0;5514.727844678379;0.1366;211.73;187.57161872349448;2545.7;2255.2357709554617;1.1287955045700073;1.0;1.0;36.0;13.0;1.0;2.0
38242030.0;4000.0;3543.600221480083;4000.0;3543.600221480083;0.1431;137.32;121.65179560341124;1641.48;1454.1872228887817;1.1287955045700073;1.0;1.0;36.0;14.0;0.0;2.0
38242401.0;19500.0;17275.051079715406;19500.0;17275.051079715406;0.2899;624.56;553.2977385819001;7474.16;6621.358757844394;1.1287955045700073;1.0;1.0;36.0;7.0;1.0;4.0
38261283.0;7000.0;6201.300387590145;7000.0;6201.300387590145;0.2899;217.72;192.87816005516092;2389.09;2116.494963283963;1.1287955045700073;1.0;1.0;36.0;4.0;0.0;2.0
38261765.0;18000.0;15946.200996660373;18000.0;15946.200996660373;0.2899;555.71;492.30351976967427;6654.54;5895.257354462018;1.1287955045700073;1.0;1.0;36.0;3.0;0.0;1.0
38272059.0;5000.0;4429.500276850104;5000.0;4429.500276850104;0.1431;171.65;152.06474450426407;2051.85;1817.734028610977;1.1287955045700073;1.0;1.0;36.0;14.0;1.0;0.0
38272154.0;14000.0;12402.60077518029;14000.0;12402.60077518029;0.2899;443.05;392.4980195316877;5303.11;4698.02544263331;1.1287955045700073;1.0;1.0;36.0;6.0;1.0;3.0
38281530.0;10000.0;8859.000553700207;10000.0;8859.000553700207;0.1499;346.61;307.0618181918029;4142.66;3669.9827233791702;1.1287955045700073;1.0;1.0;36.0;15.0;1.0;2.0
38282489.0;6000.0;5315.400332220124;6000.0;5315.400332220124;0.2899;188.55;167.03645544001742;2257.14;1999.6004509778886;1.1287955045700073;1.0;1.0;36.0;5.0;0.0;1.0
38291244.0;20000.0;17718.001107400414;20000.0;17718.001107400414;0.2899;668.02;591.7989549882813;14088.74;12481.215546093827;1.1287955045700073;1.0;1.0;36.0;11.0;1.0;2.0
38301173.0;24000.0;21261.601328880497;1000.0;885.9000553700207;0.1649;589.91;522.601301663329;7034.95;6232.262594525328;1.1287955045700073;1.0;1.0;60.0;18.0;1.0;4.0
38311414.0;15000.0;13288.50083055031;15000.0;13288.50083055031;0.1366;346.39;306.8669201796215;4145.3;3672.321499525347;1.1287955045700073;1.0;1.0;60.0;13.0;0.0;2.0
38311693.0;2500.0;2214.750138425052;2500.0;2214.750138425052;0.2899;80.08;70.94287643403126;718.08;636.1471117601045;1.1287955045700073;1.0;1.0;36.0;7.0;1.0;1.0
38312082.0;10000.0;8859.000553700207;10000.0;8859.000553700207;0.2899;332.1;294.2074083883839;41913.62;37131.278278758014;1.1287955045700073;1.0;1.0;36.0;10.0;1.0;3.0
38312255.0;12675.0;11228.783201815013;12675.0;11228.783201815013;0.2899;278.38;246.61685741390636;3324.45;2945.1304390748655;1.1287955045700073;1.0;1.0;60.0;9.0;1.0;3.0
38321857.0;13000.0;11516.70071981027;13000.0;11516.70071981027;0.2899;1372.97;1216.3141990213774;5123.32;4538.749471678335;1.1287955045700073;1.0;1.0;36.0;9.0;1.0;4.0
38341427.0;25000.0;22147.501384250518;25000.0;22147.501384250518;0.2899;760.89;674.0724931304951;21153.04;18739.479307244266;1.1287955045700073;1.0;1.0;36.0;1.0;1.0;2.0
38342108.0;20000.0;17718.001107400414;20000.0;17718.001107400414;0.1999;529.77;469.3232723333759;20133.27;17836.065007779576;1.1287955045700073;1.0;1.0;60.0;23.0;1.0;2.0
38342391.0;9500.0;8416.050526015197;9500.0;8416.050526015197;0.2899;300.65;266.3458516469967;3598.65;3188.044234257325;1.1287955045700073;1.0;1.0;36.0;6.0;0.0;1.0
38342504.0;35000.0;31006.501937950725;1000.0;885.9000553700207;0.21989999999999998;966.47;856.195826513464;12478.59;11054.783571939788;1.1287955045700073;1.0;1.0;60.0;25.0;1.0;4.0
38362671.0;14525.0;12867.698304249552;14525.0;12867.698304249552;0.2899;1372.97;1216.3141990213774;3857.01;3416.925372562724;1.1287955045700073;1.0;1.0;60.0;10.0;0.0;4.0
38382064.0;35000.0;31006.501937950725;12000.0;10630.800664440249;0.1714;299.14;265.008142563388;3566.83;3159.854894495451;1.1287955045700073;1.0;1.0;60.0;19.0;0.0;1.0
38413636.0;12000.0;10630.800664440249;12000.0;10630.800664440249;0.2899;377.09;334.0640518794811;4514.16;3999.0945939491326;1.1287955045700073;1.0;1.0;36.0;5.0;0.0;3.0
38413974.0;9000.0;7973.100498330186;9000.0;7973.100498330186;0.1559;314.6;278.70415741940855;3490.96;3092.6416572945277;1.1287955045700073;1.0;1.0;36.0;16.0;1.0;1.0
